#CHROM	POS	CONTEXT	Watson-METH	Watson-COVERAGE	Watson-QUAL	Crick-METH	Crick-COVERAGE	Crick-QUAL
chr7	50782627	CG	220	417	33	226	467	33
chr7	50782636	CG	227	428	34	220	462	33
chr7	50782638	CG	219	415	33	223	470	33
chr7	50782640	CG	214	405	33	217	471	33
chr7	50782647	CG	196	392	33	198	450	33
chr7	50782651	CG	199	405	33	160	399	33
chr7	50782653	CG	196	393	33	207	448	33
chr7	50782661	CG	200	408	33	220	474	33
chr7	50782668	CG	188	398	33	235	472	33
chr7	50782676	CG	187	388	33	233	474	33
chr7	50782679	CG	194	395	33	220	485	33
chr7	50782691	CG	188	382	33	223	484	33
chr7	50782698	CG	185	381	33	226	493	33
chr7	50782702	CG	206	398	33	211	495	33
chr7	50782716	CG	223	413	33	221	495	33
chr7	50782718	CG	221	416	33	221	501	33
chr7	50782724	CG	222	421	33	211	497	33
chr7	50782728	CG	247	450	33	222	520	33
chr7	50782732	CG	256	460	33	221	519	33
chr7	50782738	CG	257	465	33	229	520	34
chr7	50782751	CG	253	454	33	233	506	33
chr7	50782762	CG	243	449	33	231	481	33
chr7	50782772	CG	226	436	33	220	462	33
chr7	50782784	CG	228	444	33	214	436	33
chr7	50782786	CG	224	431	33	211	443	33
chr7	50782792	CG	200	415	33	210	439	33
chr7	50782799	CG	209	426	33	220	435	33
chr7	50782803	CG	200	419	33	221	432	33
chr7	50782823	CG	216	437	33	220	464	33
chr7	50782835	CG	196	398	33	222	474	33
chr7	50782848	CG	185	377	33	205	453	33
chr7	50782856	CG	189	371	33	217	466	33
chr7	50782859	CG	200	373	33	220	471	33
chr7	50782867	CG	199	388	33	204	462	33
chr7	50782871	CG	197	375	33	197	458	33
chr7	50782915	CG	203	400	33	255	495	33
chr7	50782917	CG	211	414	33	252	488	33
chr7	50782923	CG	207	421	33	236	469	33
chr7	50782931	CG	208	429	33	243	469	33
chr7	50782935	CG	207	424	33	237	465	33
chr7	50782938	CG	201	421	33	225	464	33
chr7	50782963	CG	188	410	33	224	472	33
chr7	50783041	CG	128	261	33	148	341	33
chr7	50783058	CG	154	284	33	184	441	33
chr7	50783060	CG	161	289	33	191	446	33
chr7	50783079	CG	167	313	33	198	454	33
chr7	50783085	CG	161	313	33	212	473	33
chr7	50783106	CG	178	336	33	206	433	33
chr7	50783111	CG	182	339	33	199	425	33
chr7	50783114	CG	184	338	33	194	431	33
chr7	50783120	CG	177	339	33	197	428	33
chr7	50783130	CG	180	347	33	182	432	33
chr7	50783140	CG	180	373	33	196	438	33
chr7	50783142	CG	176	358	33	199	441	33
chr7	50783146	CG	173	366	33	186	414	33
chr7	50783148	CG	175	365	33	193	427	33
chr7	50783165	CG	174	361	33	205	437	33
chr7	50783173	CG	151	334	33	185	425	33
chr7	50783197	CG	128	292	33	176	382	33
chr7	50783227	CG	96	238	33	179	355	33
chr7	50783303	CG	89	209	33	149	357	33
chr7	50783316	CG	93	207	33	187	391	33
chr7	50783354	CG	79	139	33	184	346	33
chr7	50783555	CG	3	3	34	354	405	33
chr7	50783584	CG	2	2	34	187	330	33
chr7	50783614	CG	0	1	26	106	226	33
chr7	50783634	CG	.	.	.	143	181	34
chr7	94656189	CG	6	140	34	0	15	33
chr7	94656199	CG	0	169	33	0	14	34
chr7	94656208	CG	2	185	33	0	25	34
chr7	94656222	CG	2	189	33	0	33	34
chr7	94656225	CG	4	189	33	0	32	34
chr7	94656238	CG	7	188	33	0	30	33
chr7	94656247	CG	5	187	33	0	27	33
chr7	94656272	CG	15	251	33	4	20	33
chr7	94656296	CG	18	302	33	1	79	32
chr7	94656298	CG	14	305	33	5	99	33
chr7	94656305	CG	14	311	33	2	113	33
chr7	94656318	CG	32	346	33	10	123	33
chr7	94656330	CG	44	328	33	19	179	33
chr7	94656360	CG	152	322	33	106	194	33
chr7	94656373	CG	138	337	33	106	214	33
chr7	94656375	CG	153	338	33	126	222	33
chr7	94656386	CG	140	332	33	120	239	33
chr7	94656400	CG	156	363	33	128	245	33
chr7	94656416	CG	179	383	33	127	253	33
chr7	94656433	CG	202	393	33	141	273	33
chr7	94656447	CG	202	407	33	134	299	33
chr7	94656456	CG	192	383	33	152	318	33
chr7	94656465	CG	204	392	33	162	334	33
chr7	94656472	CG	201	402	33	161	344	33
chr7	94656480	CG	205	428	33	153	338	33
chr7	94656484	CG	211	425	33	163	344	33
chr7	94656495	CG	201	423	33	154	345	33
chr7	94656502	CG	196	426	33	160	330	33
chr7	94656521	CG	189	419	33	158	309	33
chr7	94656523	CG	194	406	33	171	316	33
chr7	94656561	CG	194	402	33	180	343	33
chr7	94656575	CG	191	395	33	181	353	33
chr7	94656577	CG	168	389	33	171	348	33
chr7	94656590	CG	187	385	33	158	342	33
chr7	94656599	CG	181	365	33	168	341	33
chr7	94656619	CG	155	334	33	166	335	33
chr7	94656630	CG	162	352	33	182	343	33
chr7	94656639	CG	153	345	33	187	347	33
chr7	94656648	CG	152	339	33	174	330	33
chr7	94656681	CG	123	279	33	153	293	33
chr7	94656695	CG	137	287	33	155	295	33
chr7	94656774	CG	162	337	33	153	287	33
chr7	94656798	CG	164	327	33	167	312	33
chr7	94656819	CG	156	315	33	158	314	33
chr7	94656837	CG	151	304	33	158	310	33
chr7	94656862	CG	160	299	33	167	319	33
chr7	94656896	CG	161	284	33	199	359	33
chr7	94656907	CG	157	288	33	193	365	33
chr7	94656920	CG	159	304	33	179	356	33
chr7	94656931	CG	168	322	34	164	342	33
chr7	94656942	CG	179	347	33	166	356	33
chr7	94656949	CG	188	355	33	161	341	33
chr7	94656951	CG	191	359	33	158	337	33
chr7	94656955	CG	189	360	33	152	331	33
chr7	94656982	CG	201	370	34	143	302	33
chr7	94656992	CG	180	346	33	149	320	33
chr7	94657009	CG	179	352	33	135	308	33
chr7	94657031	CG	165	333	33	140	310	33
chr7	94657039	CG	162	340	33	146	307	33
chr7	94657050	CG	172	335	33	141	305	33
chr7	94657065	CG	162	335	33	128	302	33
chr7	94657075	CG	160	330	33	136	301	33
chr7	94657108	CG	138	299	33	132	303	33
chr7	94657119	CG	141	295	33	150	326	33
chr7	94657161	CG	162	304	33	148	323	33
chr7	94657172	CG	156	319	34	154	331	33
chr7	94657177	CG	172	323	33	155	326	33
chr7	94657190	CG	170	331	33	165	341	33
chr7	94657199	CG	182	348	33	170	344	33
chr7	94657209	CG	177	335	33	170	350	33
chr7	94657214	CG	188	343	33	168	360	33
chr7	94657247	CG	154	303	33	147	312	33
chr7	94657314	CG	156	310	33	151	325	33
chr7	94657320	CG	168	321	33	157	319	33
chr7	94657338	CG	161	323	33	147	300	33
chr7	94657357	CG	174	328	33	137	294	33
chr7	94657441	CG	138	270	33	118	267	33
chr7	94657448	CG	142	290	33	121	271	33
chr7	94657481	CG	153	307	33	110	248	33
chr7	94657522	CG	170	340	33	112	227	33
chr7	94657624	CG	145	298	33	134	218	33
chr7	94657641	CG	148	318	33	139	223	33
chr7	94657643	CG	147	313	33	141	226	33
chr7	94657651	CG	143	312	33	134	205	33
chr7	94657695	CG	128	273	33	100	181	33
chr7	94657786	CG	38	79	33	79	203	33
chr7	94657789	CG	36	72	33	78	208	33
chr7	94657849	CG	87	223	33	171	390	33
chr7	94657874	CG	92	238	33	199	447	33
chr7	94657884	CG	95	248	33	199	453	33
chr7	94657899	CG	94	244	33	200	470	33
chr7	94657912	CG	120	270	33	196	460	33
chr7	94657914	CG	122	271	33	196	470	33
chr7	94657928	CG	140	302	33	223	482	33
chr7	94657930	CG	139	296	33	238	499	33
chr7	94657943	CG	157	315	33	205	476	33
chr7	94657945	CG	164	317	33	208	498	33
chr7	94657958	CG	164	321	33	220	506	33
chr7	94657992	CG	134	282	33	263	583	33
chr7	94658056	CG	151	329	33	476	1033	33
chr7	94658071	CG	153	317	33	665	1293	33
chr7	94658110	CG	163	360	33	878	1833	33
chr7	94658146	CG	134	307	33	800	1778	33
chr7	94658155	CG	115	267	33	774	1717	33
chr7	94658161	CG	112	255	33	711	1528	33
chr7	94658206	CG	47	105	33	135	193	33
chr7	94658236	CG	51	120	33	.	.	.
chr7	94658251	CG	67	155	33	.	.	.
chr7	94658296	CG	49	133	33	.	.	.
chr7	94658371	CG	145	264	33	500	988	33
chr7	94658386	CG	205	438	33	649	1284	33
chr7	94658431	CG	226	541	33	560	1370	33
chr7	94658461	CG	200	459	33	501	1155	33
chr7	94658502	CG	152	345	33	502	912	33
chr7	94658535	CG	136	294	33	257	566	33
chr7	94658550	CG	138	288	33	210	460	33
chr7	94658582	CG	113	245	33	169	360	33
chr7	94658585	CG	117	267	33	166	364	33
chr7	94658601	CG	125	266	33	173	352	33
chr7	94658637	CG	95	204	33	131	262	33
chr7	94658647	CG	82	183	33	110	243	33
chr7	130490281	CG	56	100	34	55	117	33
chr7	130490314	CG	95	173	33	91	182	33
chr7	130490331	CG	135	236	33	120	223	33
chr7	130490346	CG	144	269	33	120	244	33
chr7	130490348	CG	160	273	33	134	249	33
chr7	130490362	CG	169	279	33	136	251	33
chr7	130490372	CG	180	281	33	151	264	33
chr7	130490379	CG	170	274	33	136	241	33
chr7	130490388	CG	147	263	33	147	265	33
chr7	130490447	CG	116	246	33	180	325	33
chr7	130490479	CG	129	213	33	189	316	33
chr7	130490536	CG	148	291	33	164	297	33
chr7	130490542	CG	146	316	33	153	296	33
chr7	130490547	CG	195	337	33	167	299	33
chr7	130490606	CG	189	352	33	168	302	33
chr7	130490637	CG	170	321	33	132	258	33
chr7	130490640	CG	170	318	33	133	254	33
chr7	130490707	CG	154	314	33	163	334	33
chr7	130490720	CG	154	321	33	161	324	33
chr7	130490725	CG	153	329	33	143	330	33
chr7	130490747	CG	164	322	33	162	287	33
chr7	130490755	CG	141	319	33	141	292	33
chr7	130490880	CG	175	337	33	192	333	33
chr7	130490899	CG	161	352	33	184	364	33
chr7	130490906	CG	162	358	33	190	378	33
chr7	130490912	CG	164	364	33	209	389	33
chr7	130490918	CG	181	394	33	211	410	33
chr7	130490932	CG	182	395	33	209	418	33
chr7	130490934	CG	193	408	33	207	419	33
chr7	130490945	CG	182	402	33	212	424	33
chr7	130490954	CG	187	395	33	219	420	33
chr7	130490975	CG	160	368	33	194	392	33
chr7	130490977	CG	159	361	33	195	397	33
chr7	130490986	CG	133	324	33	202	408	33
chr7	130490991	CG	158	352	33	203	409	33
chr7	130490995	CG	174	363	33	207	415	33
chr7	130491001	CG	160	362	33	200	410	33
chr7	130491018	CG	201	406	33	213	437	33
chr7	130491036	CG	225	434	33	223	465	33
chr7	130491043	CG	216	426	33	219	455	33
chr7	130491047	CG	216	417	33	218	451	33
chr7	130491051	CG	202	407	33	226	442	33
chr7	130491056	CG	184	385	33	227	437	33
chr7	130491064	CG	162	351	33	213	406	33
chr7	130491068	CG	160	343	33	216	414	33
chr7	130491077	CG	166	338	33	195	398	33
chr7	130491103	CG	147	295	33	165	320	33
chr7	130491129	CG	132	280	33	126	270	33
chr7	130491154	CG	150	306	33	144	284	33
chr7	130491244	CG	161	326	33	149	276	33
chr7	130491295	CG	185	365	33	176	321	33
chr7	130491297	CG	181	372	33	174	322	33
chr7	130491302	CG	166	382	33	162	306	33
chr7	130491305	CG	179	392	33	163	309	33
chr7	130491314	CG	181	394	33	167	300	33
chr7	130491318	CG	192	413	33	162	304	33
chr7	130491326	CG	192	416	33	160	309	33
chr7	130491332	CG	196	416	33	166	310	33
chr7	130491348	CG	210	427	33	187	351	33
chr7	130491366	CG	205	423	33	176	372	33
chr7	130491369	CG	207	418	33	178	371	33
chr7	130491371	CG	207	407	33	180	378	33
chr7	130491395	CG	198	402	33	151	344	33
chr7	130491397	CG	208	404	33	148	337	33
chr7	130491402	CG	209	408	33	149	345	33
chr7	130491405	CG	211	418	33	146	344	33
chr7	130491417	CG	204	419	33	157	333	33
chr7	130491427	CG	208	423	33	165	331	33
chr7	130491518	CG	186	406	33	167	335	33
chr7	130491526	CG	200	427	33	156	330	33
chr7	130491544	CG	200	428	33	153	310	33
chr7	130491562	CG	193	411	33	159	332	33
chr7	130491575	CG	190	403	33	172	357	33
chr7	130491582	CG	189	404	33	184	361	33
chr7	130491594	CG	191	390	33	178	373	33
chr7	130491608	CG	188	383	33	186	376	33
chr7	130491613	CG	186	390	33	178	375	33
chr7	130491617	CG	186	396	33	167	385	33
chr7	130491634	CG	208	380	33	187	392	33
chr7	130491639	CG	195	382	33	170	372	33
chr7	130491643	CG	189	374	33	171	364	33
chr7	130491674	CG	185	366	33	157	309	33
chr7	130491678	CG	186	365	33	147	295	33
chr7	130491725	CG	187	403	33	121	270	33
chr7	130491792	CG	202	409	33	135	239	33
chr7	130491835	CG	190	376	33	127	244	34
chr7	130491850	CG	197	385	33	134	262	33
chr7	130491857	CG	190	380	33	136	274	33
chr7	130491868	CG	189	372	33	137	282	33
chr7	130491889	CG	154	340	33	161	339	33
chr7	130491956	CG	141	317	33	120	260	33
chr7	130491967	CG	141	322	33	131	284	33
chr7	130491985	CG	164	354	33	138	301	33
chr7	130491988	CG	166	350	33	139	311	33
chr7	130492004	CG	154	310	33	146	343	33
chr7	130492018	CG	133	276	33	153	355	33
chr7	130492021	CG	135	258	33	155	366	33
chr7	130492028	CG	123	238	33	166	378	33
chr7	130492039	CG	88	175	32	167	374	33
chr7	130492044	CG	104	213	33	165	384	33
chr7	130492046	CG	99	193	33	168	397	33
chr7	130492064	CG	131	304	33	164	399	33
chr7	130492075	CG	146	327	33	175	414	33
chr7	130492080	CG	143	324	33	182	424	33
chr7	130492082	CG	149	328	33	174	419	33
chr7	130492088	CG	153	339	33	166	410	33
chr7	130492090	CG	161	341	33	163	412	33
chr7	130492107	CG	169	363	33	171	427	33
chr7	130492121	CG	178	373	33	184	433	33
chr7	130492130	CG	185	387	33	187	441	33
chr7	130492135	CG	186	390	33	178	435	33
chr7	130492141	CG	210	417	33	182	437	33
chr7	130492149	CG	195	407	33	172	426	33
chr7	130492154	CG	185	392	33	166	414	33
chr7	130492158	CG	188	398	33	161	404	33
chr7	130492161	CG	197	407	33	154	401	33
chr7	130492180	CG	197	403	33	168	402	33
chr7	130492183	CG	199	390	33	169	394	33
chr7	130492185	CG	205	400	33	168	390	33
chr7	130492188	CG	190	388	33	174	396	33
chr7	130492191	CG	211	419	33	167	389	33
chr7	130492198	CG	205	412	33	162	370	34
chr7	130492200	CG	203	411	33	161	371	33
chr7	130492214	CG	224	444	33	157	368	33
chr7	130492221	CG	219	435	33	147	373	33
chr7	130492227	CG	227	444	33	156	384	33
chr7	130492247	CG	225	447	33	141	351	33
chr7	130492253	CG	225	452	33	134	348	33
chr7	130492262	CG	223	448	33	147	357	33
chr7	130492265	CG	226	441	33	153	359	33
chr7	130492269	CG	225	440	33	159	388	33
chr7	130492282	CG	239	476	33	170	383	33
chr7	130492287	CG	235	471	33	165	377	33
chr7	130492290	CG	246	481	33	162	368	33
chr7	130492294	CG	242	475	33	177	378	33
chr7	130492307	CG	227	476	33	178	379	33
chr7	130492309	CG	230	467	33	178	390	33
chr7	130492320	CG	231	480	33	180	376	33
chr7	130492323	CG	235	488	33	172	368	33
chr7	130492329	CG	228	503	33	164	346	33
chr7	130492335	CG	241	511	33	157	333	33
chr7	130492349	CG	228	499	33	162	327	33
chr7	130492358	CG	219	499	33	139	312	33
chr7	130492375	CG	212	466	33	142	299	33
chr7	130492392	CG	195	429	33	151	294	33
chr7	130492398	CG	192	433	33	149	301	33
chr7	130492402	CG	183	426	33	152	308	33
chr7	130492418	CG	180	414	33	162	324	33
chr7	130492424	CG	176	402	33	161	342	33
chr7	130492445	CG	179	364	33	169	348	33
chr7	130492457	CG	181	376	33	183	361	33
chr7	130492464	CG	185	372	33	174	335	33
chr7	130492469	CG	193	379	33	176	335	33
chr7	130492476	CG	187	382	33	172	328	33
chr7	130492478	CG	189	378	33	167	327	33
chr7	130492482	CG	188	389	33	162	318	33
chr7	130492519	CG	163	354	33	147	276	33
chr7	130492538	CG	157	321	33	150	284	33
chr7	130492540	CG	160	324	33	158	292	33
chr7	130492572	CG	148	322	34	160	305	33
chr7	130492578	CG	146	322	33	152	289	33
chr7	130492581	CG	145	322	33	141	283	33
chr7	130492612	CG	156	302	33	155	259	33
chr7	130492664	CG	181	296	33	139	263	33
chr7	130492701	CG	158	293	33	127	250	33
chr7	130492765	CG	159	301	33	110	233	33
chr7	130492796	CG	212	304	33	173	259	33
chr7	130492812	CG	183	312	33	162	279	33
chr7	130492833	CG	221	348	33	192	295	33
chr7	130492836	CG	190	344	33	165	283	33
chr7	130492842	CG	183	330	33	168	292	34
chr7	130492847	CG	198	344	33	162	281	33
chr7	130492849	CG	194	339	33	151	282	33
chr7	130492870	CG	194	345	33	135	247	33
chr7	130492886	CG	199	348	33	145	255	33
chr7	130492914	CG	180	324	33	134	275	33
chr7	130492924	CG	175	325	33	139	298	33
chr7	130492949	CG	177	337	33	181	338	33
chr7	130492959	CG	175	341	33	182	335	33
chr7	130492981	CG	177	345	33	187	334	34
chr7	130492990	CG	175	351	33	200	354	33
chr7	130492995	CG	184	346	33	206	347	33
chr7	130493016	CG	185	354	33	184	333	33
chr7	130493025	CG	180	347	33	190	339	33
chr7	130493033	CG	185	350	33	192	344	33
chr7	130493039	CG	182	346	33	192	355	33
chr7	130493042	CG	184	349	33	181	347	33
chr7	130493044	CG	183	343	33	177	347	33
chr7	130493078	CG	183	336	33	175	355	33
chr7	130493084	CG	184	334	33	170	351	33
chr7	130493094	CG	176	332	33	158	345	33
chr7	130493110	CG	181	350	33	148	312	33
chr7	130493119	CG	195	358	33	150	311	33
chr7	130493126	CG	204	371	33	138	291	33
chr7	130493159	CG	189	372	33	124	280	33
chr7	130493161	CG	182	364	33	102	267	33
chr7	130493171	CG	201	383	33	119	274	33
chr7	130493174	CG	193	375	33	114	267	33
chr7	130493198	CG	236	392	33	157	286	33
chr7	130493222	CG	207	380	33	141	259	33
chr7	130493224	CG	200	378	33	137	263	33
chr7	130493242	CG	185	383	33	134	265	33
chr7	130493247	CG	185	374	33	134	257	33
chr7	130493249	CG	185	379	33	128	252	33
chr7	130493252	CG	185	365	33	129	247	33
chr7	130493255	CG	194	377	33	129	244	33
chr7	130493269	CG	185	373	33	123	231	33
chr7	130493292	CG	166	355	33	101	191	33
chr7	130493380	CG	178	303	33	141	197	33
chr7	130493449	CG	90	294	33	60	210	33
chr7	130493610	CG	128	375	33	84	238	33
chr7	130493619	CG	85	389	33	82	262	33
chr7	130493650	CG	148	378	33	117	322	33
chr7	130493653	CG	174	385	33	148	333	33
chr7	130493674	CG	131	361	33	118	346	33
chr7	130493683	CG	102	350	33	121	319	33
chr7	130493692	CG	60	347	33	70	317	33
chr7	130493738	CG	47	363	33	47	262	33
chr7	130493750	CG	84	343	33	70	237	33
chr7	130493841	CG	102	236	33	71	183	33
chr7	130494000	CG	198	286	33	83	133	33
chr7	130494196	CG	84	295	33	45	121	33
chr7	130494200	CG	65	289	33	38	128	33
chr7	130494244	CG	65	254	33	45	173	33
chr7	130494415	CG	87	248	33	68	217	33
chr7	130494546	CG	45	115	33	44	113	33
chr7	138663278	CG	80	94	34	75	84	33
chr7	138663373	CG	159	169	34	190	208	33
chr7	138663386	CG	199	201	33	226	237	33
chr7	138663390	CG	216	220	33	229	242	33
chr7	138663407	CG	261	265	33	252	269	33
chr7	138663413	CG	267	284	33	270	277	33
chr7	138663480	CG	131	135	33	210	217	33
chr7	138663639	CG	62	126	33	147	264	33
chr7	138663807	CG	75	286	33	81	303	33
chr7	138663842	CG	61	299	33	55	273	33
chr7	138663893	CG	53	247	33	60	315	33
chr7	138663899	CG	32	239	33	36	312	33
chr7	138664002	CG	13	249	33	31	332	33
chr7	138664014	CG	47	263	33	55	320	33
chr7	138664029	CG	118	262	33	136	335	33
chr7	138664052	CG	84	269	34	81	339	33
chr7	138664057	CG	133	281	33	157	340	33
chr7	138664097	CG	166	353	33	149	341	33
chr7	138664101	CG	161	348	33	140	352	33
chr7	138664137	CG	126	298	33	163	380	33
chr7	138664146	CG	84	303	33	100	378	33
chr7	138664218	CG	92	265	33	115	269	33
chr7	138664232	CG	102	303	33	133	321	33
chr7	138664234	CG	112	312	33	139	328	33
chr7	138664236	CG	112	306	33	140	339	33
chr7	138664248	CG	115	325	33	152	385	33
chr7	138664250	CG	116	318	33	171	409	33
chr7	138664252	CG	119	313	33	183	425	33
chr7	138664267	CG	124	319	33	180	442	33
chr7	138664284	CG	105	253	33	189	454	33
chr7	138664290	CG	117	254	33	198	459	33
chr7	138664292	CG	113	242	33	200	451	33
chr7	138664324	CG	64	178	33	133	385	33
chr7	138664347	CG	62	163	33	105	320	33
chr7	138664351	CG	62	153	33	105	311	33
chr7	138664355	CG	67	155	33	108	309	33
chr7	138664370	CG	53	128	33	105	270	33
chr7	138664387	CG	47	92	33	97	248	33
chr7	138664393	CG	41	83	33	99	237	33
chr7	138664411	CG	23	58	33	101	240	33
chr7	138664413	CG	23	49	34	98	239	33
chr7	138664435	CG	17	47	33	90	224	33
chr7	138664451	CG	12	27	34	97	237	33
chr7	138664455	CG	12	24	34	104	248	33
chr7	138664470	CG	9	18	34	117	235	33
chr7	138664510	CG	3	4	34	117	189	33
chr7	138664514	CG	3	5	34	121	189	33
chr7	138664516	CG	4	6	34	119	180	33
chr7	138664518	CG	4	6	34	115	172	33
chr7	138664520	CG	3	5	32	121	184	33
chr7	138664531	CG	3	4	34	146	213	33
chr7	138664556	CG	2	3	34	194	257	33
chr7	138664558	CG	2	3	34	193	254	33
chr7	138664560	CG	2	3	34	198	260	33
chr7	138664575	CG	1	1	34	201	256	33
chr7	138664592	CG	1	1	34	164	204	33
chr7	138664598	CG	0	1	34	159	193	33
chr7	138664621	CG	.	.	.	130	158	33
chr7	138664623	CG	.	.	.	125	154	33
chr7	138664643	CG	.	.	.	112	141	33
chr7	138664654	CG	.	.	.	109	142	33
chr7	138664658	CG	.	.	.	98	128	33
chr7	138664660	CG	.	.	.	93	123	33
chr7	138664662	CG	.	.	.	86	117	33
chr7	155070971	CG	27	157	33	25	120	33
chr7	155070980	CG	21	165	33	20	135	33
chr7	155070987	CG	46	174	33	37	137	32
chr7	155070997	CG	50	168	34	38	151	33
chr7	155071009	CG	80	189	34	61	173	33
chr7	155071016	CG	122	213	33	90	173	33
chr7	155071054	CG	207	348	33	160	269	33
chr7	155071057	CG	121	377	33	86	280	33
chr7	155071060	CG	92	383	33	98	292	33
chr7	155071064	CG	220	398	33	170	305	33
chr7	155071087	CG	103	370	33	87	342	33
chr7	155071098	CG	126	376	33	112	371	33
chr7	155071104	CG	182	381	33	168	366	33
chr7	155071116	CG	205	369	33	188	367	33
chr7	155071118	CG	131	367	33	119	368	33
chr7	155071148	CG	211	376	33	224	381	33
chr7	155071153	CG	281	389	33	313	402	33
chr7	155071169	CG	251	389	33	277	396	33
chr7	155071171	CG	215	389	33	237	398	33
chr7	155071183	CG	248	392	33	271	396	33
chr7	155071199	CG	242	407	33	277	419	33
chr7	155071208	CG	324	407	33	324	420	33
chr7	155071212	CG	211	397	33	222	412	33
chr7	155071215	CG	274	404	33	285	416	33
chr7	155071230	CG	226	382	33	269	412	33
chr7	155071253	CG	289	398	33	285	386	33
chr7	155071255	CG	190	408	33	202	393	33
chr7	155071259	CG	297	407	33	290	389	33
chr7	155071262	CG	250	399	33	244	385	33
chr7	155071276	CG	262	367	33	260	391	33
chr7	155071292	CG	191	363	33	194	419	33
chr7	155071297	CG	247	361	33	274	428	33
chr7	155071314	CG	260	337	33	343	472	33
chr7	155071330	CG	232	331	33	326	463	33
chr7	155071332	CG	268	327	33	393	472	33
chr7	155071348	CG	199	327	33	300	465	33
chr7	155071353	CG	233	319	33	334	447	33
chr7	155071359	CG	204	316	33	259	428	33
chr7	155071367	CG	203	322	33	273	414	33
chr7	155071376	CG	149	330	33	178	415	33
chr7	155071385	CG	233	334	33	290	401	33
chr7	155071387	CG	197	328	33	224	403	33
chr7	155071406	CG	245	357	33	269	396	33
chr7	155071426	CG	170	368	33	160	361	33
chr7	155071450	CG	218	348	33	201	329	33
chr7	155071466	CG	214	373	33	191	342	33
chr7	155071485	CG	285	388	33	289	370	33
chr7	155071487	CG	241	387	33	237	367	33
chr7	155071499	CG	307	392	33	269	358	33
chr7	155071502	CG	280	390	33	245	350	33
chr7	155071514	CG	251	361	33	258	362	33
chr7	155071520	CG	255	365	33	220	340	33
chr7	155071534	CG	232	350	33	214	314	33
chr7	155071553	CG	216	341	33	211	310	33
chr7	155071587	CG	265	325	33	251	305	33
chr7	155071589	CG	216	325	33	207	308	34
chr7	155071613	CG	188	283	33	186	289	33
chr7	155071628	CG	203	254	33	183	232	33
chr7	155071671	CG	108	144	33	125	155	33
chr8	37747433	CG	52	56	33	91	103	34
chr8	37747474	CG	72	135	34	84	198	33
chr8	37747565	CG	140	248	33	153	292	33
chr8	37747618	CG	156	266	33	164	310	33
chr8	37747647	CG	203	298	33	194	291	33
chr8	37747674	CG	248	295	33	236	280	33
chr8	37747687	CG	217	279	34	202	263	33
chr8	37747766	CG	121	253	33	117	240	33
chr8	37747785	CG	131	282	33	147	270	33
chr8	37747835	CG	148	312	33	123	284	33
chr8	37747841	CG	155	314	33	138	304	33
chr8	37747847	CG	144	323	33	120	289	33
chr8	37747902	CG	155	325	33	158	322	33
chr8	37747935	CG	152	300	33	152	304	33
chr8	37747938	CG	146	296	33	152	309	33
chr8	37747941	CG	148	301	33	162	334	33
chr8	37747955	CG	141	274	33	151	346	33
chr8	37747961	CG	143	284	33	151	353	33
chr8	37747985	CG	134	267	34	152	350	33
chr8	37747999	CG	139	259	33	155	355	33
chr8	37748034	CG	146	284	33	144	309	33
chr8	37748049	CG	143	279	33	145	290	33
chr8	37748051	CG	148	288	33	144	290	33
chr8	37748054	CG	144	291	33	138	293	33
chr8	37748062	CG	158	294	33	142	290	33
chr8	37748067	CG	150	287	33	152	309	33
chr8	37748071	CG	140	271	33	156	312	33
chr8	37748073	CG	138	269	33	152	311	33
chr8	37748080	CG	124	245	33	148	314	33
chr8	37748093	CG	102	204	33	138	305	33
chr8	37748199	CG	65	134	33	121	218	33
chr8	37748265	CG	96	168	33	93	164	33
chr8	37748287	CG	115	214	33	97	170	33
chr8	37748396	CG	149	267	33	122	223	33
chr8	37748418	CG	146	246	33	159	248	33
chr8	37748460	CG	121	224	33	142	250	33
chr8	37748466	CG	130	229	33	152	264	33
chr8	37748569	CG	60	105	34	105	168	33
chr8	37748591	CG	60	72	33	130	140	33
chr8	37748639	CG	35	37	34	67	75	33
chr8	100592899	CG	74	74	34	79	81	33
chr8	100592904	CG	76	76	34	85	85	33
chr8	100592919	CG	72	72	34	96	96	33
chr8	100592936	CG	81	81	33	98	98	33
chr8	140097920	CG	33	39	34	46	61	33
chr8	140097951	CG	54	56	34	95	105	33
chr8	140097957	CG	62	68	34	88	104	33
chr8	140097968	CG	71	72	34	113	125	33
chr8	140097975	CG	89	91	33	125	144	33
chr8	140097988	CG	91	99	34	126	141	33
chr8	140098004	CG	118	126	34	147	159	34
chr8	140098014	CG	121	150	33	140	172	33
chr8	140098048	CG	120	184	33	191	252	33
chr8	140098072	CG	125	187	33	250	328	33
chr8	140098085	CG	176	264	33	272	372	33
chr8	140098092	CG	188	289	33	234	384	33
chr8	140098126	CG	248	364	33	265	383	33
chr8	140098161	CG	185	362	33	205	382	33
chr8	140098173	CG	170	338	33	194	374	33
chr8	140098187	CG	203	364	33	230	403	33
chr8	140098191	CG	179	354	34	202	393	34
chr8	140098200	CG	210	375	33	218	391	33
chr8	140098215	CG	258	391	33	229	384	33
chr8	140098241	CG	179	361	33	180	375	33
chr8	140098243	CG	189	362	33	181	398	33
chr8	140098262	CG	160	325	33	171	382	33
chr8	140098288	CG	193	349	33	204	403	33
chr8	140098326	CG	182	337	33	176	375	33
